Latitude,Longitude,ciudad_o_pais
35.951,52.109,Damavand
28.17,60.67,Kuh-e Nader
29.4,57.57,Qal'eh Hasan Ali
38.268,47.835,Sabalan
37.75,46.43,Sahand
28.6,61.13,Taftan
39.25,45.167,Unnamed
40.827,14.139,Campi Flegrei
37.1,12.7,Campi Flegrei del Mar di Sicilia
41.757,12.725,Colli Albani
37.748,14.999,Etna
40.73,13.897,Ischia
43.25,10.87,Larderello
38.49,14.933,Lipari
39.284,14.399,Marsili
39.48,14.83,Palinuro
38.638,15.064,Panarea
36.77,12.02,Pantelleria
38.789,15.213,Stromboli
40.821,14.426,Vesuvius
38.404,14.962,Vulcano
42.6,11.93,Vulsini
32.458,139.759,Aogashima
27.68,140.8,Doyo Seamount
33.137,139.766,Hachijojima
34.724,139.394,Izu-Oshima
30.484,140.303,Izu-Torishima
32.1,139.85,Kita-Bayonnaise
34.219,139.153,Kozushima
33.4,139.68,Kurose Hole
33.874,139.602,Mikurajima
34.094,139.526,Miyakejima
28.327,140.572,Mokuyo Seamount
31.888,139.918,Myojinsho
34.397,139.27,Niijima
29.794,140.342,Sofugan
31.44,140.051,Sumisujima
34.52,139.279,Toshima
43.418,143.031,Maruyama
-7.733,112.575,Arjuno-Welirang
-7.85,114.37,Baluran
-6.895,108.408,Ciremai
-7.2,109.879,Dieng Volcanic Complex
-7.25,108.058,Galunggung
-6.786,106.983,Gede-Pangrango
-7.143,107.841,Guntur
-8.058,114.242,Ijen
-7.97,113.57,Iyang-Argapura
-7.12,108.08,"Karaha, Kawah"
-6.268,106.05,Karang
-7.92,112.45,Kawi-Butak
-7.935,112.314,Kelud
-7.245,107.709,Kendang
-6.73,106.65,Kiaraberes-Gagak
-7.981,113.341,Lamongan
-7.625,111.192,Lawu
-7.7,113.58,Lurus
-7.13,107.65,Malabar
-8.02,112.68,Malang Plain
-7.54,110.446,Merapi
-7.454,110.44,Merbabu
-6.62,110.88,Muria
-7.32,107.73,Papandayan
-7.162,107.4,Patuha
-7.616,112.62,Penanggungan
-6.75,106.675,Perbakti-Gagak
-6.343,105.978,Pulosari
-8.119,114.056,Raung
-6.716,106.733,Salak
-8.108,112.922,Semeru
-7.242,109.208,Slamet
-7.384,110.07,Sumbing
-7.302,109.996,Sundoro
-7.208,108.07,Talagabodas
-6.764,107.961,Tampomas
-6.77,107.6,Tangkuban Parahu
-7.362,110.4,Telomoyo
-7.942,112.95,Tengger Caldera
-7.188,110.346,Ungaran
-7.208,107.63,Wayang-Windu
-7.808,111.758,Wilis
53.98,159.45,Akademia Nauk
55.43,158.65,Akhtang
56.656,159.647,Alney-Chashakondzha
57.702,160.418,Alngey
56.32,158.83,Anaun
52.355,157.827,Asacha
53.256,158.836,Avachinsky
53.905,158.07,Bakening
52.802,158.24,Barkhatnaya Sopka
51.75,157.27,Belenkaya
57.88,160.53,Bely
55.972,160.595,Bezymianny
56.97,159.78,Bliznets
57.35,161.37,Bliznetsy
52.9,157.78,Bolshe-Bannaya
55.88,157.78,Bolshoi Payalpan
54.32,160.02,Bolshoi Semiachik
56.483,157.917,Bolshoi-Kekuknaysky
56.82,159.67,Cherny
55.55,157.47,Cherpuk Group
51.452,156.978,Diky Greben
53.637,158.922,Dzenzursky
56.57,158.52,Eggella
57.55,160.53,Elovsky
57.13,160.4,Fedotych
54.974,160.703,Gamchen
56.33,158.67,Geodesistoy
52.263,157.787,Golaya
52.555,158.036,Gorely
57.33,160.2,Gorny Institute
55.678,157.718,Ichinsky
58.4,161.08,Iettunup
58.08,160.77,Iktunup
51.498,157.203,Iliinsky
57.8,160.67,Kaileney
51.306,156.875,Kambalny
56.02,160.593,Kamen
54.049,159.443,Karymsky
57.1,159.93,Kebeney
56.4,158.85,Kekurny
51.65,157.35,Kell
54.761,157.407,Khangar
52.062,157.711,Khodutka
54.489,160.251,Kikhpinych
57.35,160.97,Kinenin
55.131,160.32,Kizimen
56.056,160.642,Klyuchevskoy
55.033,160.725,Komarov
53.321,158.712,Koryaksky
51.356,156.753,Koshelev
53.833,158.052,Kostakan
55.58,158.38,Kozyrevsky
56.37,159.03,Krainy
54.596,160.27,Krasheninnikov
54.753,160.533,Kronotsky
51.844,157.572,Ksudach
56.37,158.37,Kulkev
51.45,157.12,Kurile Lake
57.306,159.827,Leutongey
55.82,157.98,Maly Payalpan
54.135,159.674,Maly Semyachik
51.1,156.72,Mashkovtsev
57.47,160.25,Mezhdusopochny
52.449,158.196,Mutnovsky
57.97,160.65,Nylgimelkin
52.02,157.53,Olkoviy Volcanic Group
52.543,157.339,Opala
52.146,157.322,Ostanets
58.18,160.82,Ostry
52.221,157.435,Otdelniy
51.88,157.38,Ozernoy
52.113,157.849,Piratkovsky
55.2,158.47,Plosky
57.83,160.25,Plosky
56.85,159.8,Pogranychny
55.65,158.8,Romanovka
54.92,160.63,Schmidt
57.317,160.067,Sedanka Lava Field
58.28,160.87,Severny
56.653,161.36,Sheveluch
57.153,161.09,Shisheika
57.45,160.37,Shishel
58.2,160.97,Snegovoy
58.02,160.8,Snezhniy
58.13,160.82,Spokoiny
54.528,159.804,Taunshits
57.2,159.83,Terpuk
57.406,160.108,Titila
55.832,160.326,Tolbachik
52.63,157.58,Tolmachev Dol
57.32,159.967,Tuzovsky
55.758,160.527,Udina
57.706,160.59,Uka
56.08,158.38,Uksichan
56.82,158.95,Unnamed
52.57,157.02,Unnamed
52.92,158.52,Unnamed
52.88,158.3,Unnamed
55.92,161.75,Unnamed
56.113,160.509,Ushkovsky
54.489,159.974,Uzon
53.753,158.448,Veer
56.52,159.53,Verkhovoy
52.7,158.28,Vilyuchinsky
52.435,157.933,Visokiy
58.374,160.631,Voyampolsky
55.064,160.765,Vysoky
51.533,156.629,Yavinsky
56.88,159.95,Zaozerny
53.905,158.385,Zavaritsky
51.577,157.328,Zheltovsky
53.589,159.15,Zhupanovsky
55.862,160.603,Zimina
55.42,167.33,Piip
-30.23,-178.92,Brimstone Island
-30.543,-178.556,Curtis Island
-30.036,-178.712,Giggenbach
-31.08,-179.033,Havre Seamount
-30.21,-178.475,Macauley
-25.887,-177.188,Monowai
-29.27,-177.92,Raoul Island
-29.18,-177.87,Unnamed
-31.85,-179.18,Wright
38.33,127.33,Ch'uga-ryong
41.33,128.0,Xianjindao
33.361,126.53,Halla
37.5,130.87,Ulleungdo
50.861,155.565,Alaid
44.462,146.932,Berutarubesan [Berutarube]
44.353,146.252,Chachadake [Tiatia]
50.324,155.461,Chikurachki
48.98,153.48,Chirinkotan
45.338,147.92,Chirippusan [Chirip]
46.532,150.871,Chirpoi
50.686,156.014,Ebeko
48.958,153.93,Ekarma
44.808,147.131,Etorofu-Atosanupuri [Atosanupuri]
45.012,147.871,Etorofu-Yakeyama [Grozny Group]
50.267,155.246,Fuss Peak
46.83,151.75,Goriaschaia Sopka
44.857,147.403,Hitokappu Volcano Group
45.759,149.676,Ivao Group
50.148,155.373,Karpinsky Group
47.35,152.475,Ketoi
49.12,154.508,Kharimkotan
46.042,150.083,Kolokol Group
50.25,155.43,Lomonosov Group
46.815,151.786,Milna
44.608,146.994,Moekeshiwan [Lvinaya Past]
45.389,148.838,Moyorodake [Medvezhia]
49.57,154.808,Nemo Peak
45.028,147.918,Odamoisan [Tebenkov]
47.014,152.117,Prevo Peak
48.292,153.25,Raikoke
45.5,148.85,Rakkibetsudake [Demon]
47.77,153.02,Rasshua
43.979,145.733,Raususan [Mendeleev]
45.25,148.35,Rucharuyama [Golets-Tornyi Group]
45.874,149.819,Rudakov
44.454,146.139,Ruruidake [Smirnov]
48.092,153.2,Sarychev Peak
45.1,148.019,Sashiusudake [Baransky]
50.2,154.98,Shirinki
48.873,154.182,Sinarka
47.586,152.893,Srednii
49.34,154.725,Tao-Rusyr Caldera
43.844,145.504,Tomariyama [Golovnin]
45.93,149.92,Tri Sestry
46.1,150.5,Unnamed
46.47,151.28,Unnamed
48.08,153.33,Unnamed
45.022,147.019,Unnamed
47.12,152.25,Uratman
47.513,152.814,Ushishur
50.55,155.97,Vernadskii Ridge
46.918,151.952,Zavaritzki Caldera
31.577,130.659,Aira
32.885,131.085,Asosan
31.22,130.57,Ata
32.657,128.849,Fukue
31.934,130.862,Kirishimayama
33.086,131.249,Kujusan
32.761,130.299,Unzendake
31.771,130.592,Yonemaru-Sumiyoshiike
33.282,131.39,Yufu-Tsurumi
-8.343,115.508,Agung
-8.24,115.378,Batur
-8.283,115.133,Buyan-Bratan
-8.817,121.191,Ebulobo
-8.676,122.455,Egon
-8.342,123.258,Iliboleng
-8.55,123.38,Ililabalekan
-8.479,122.761,Ilimuda
-8.532,123.573,Iliwerung
-8.73,120.98,Inielika
-8.875,120.95,Inierie
-8.891,121.641,Iya
-8.77,121.82,Kelimutu
-8.365,122.833,Leroboleng
-8.542,122.775,Lewotobi
-8.575,122.78,Lewotobi Perempuan
-8.274,123.508,Lewotolok
-8.72,121.78,Ndete Napu
-8.32,121.708,Paluweh
-8.68,120.48,Poco Leok
-8.637,120.53,Ranakah
-8.42,116.47,Rinjani
-8.2,119.07,Sangeang Api
-8.735,120.007,"Sano, Wai"
-8.497,124.131,Sirung
-8.792,121.77,Sukaria Caldera
-8.25,118.0,Tambora
-7.791,123.585,"Tara, Batu"
-7.53,123.95,Yersey
19.524,121.95,Babuyan Claro
18.83,121.86,Camiguin de Babuyanes
19.077,122.202,Didicas
20.469,122.01,Iraya
19.523,121.94,Smith Volcano
20.33,121.75,Unnamed
17.32,121.1,Ambalatungan Group
15.828,120.805,Amorong
15.2,120.742,Arayat
14.07,121.48,Banahaw
12.769,124.056,Bulusan
18.222,122.123,Cagua
13.458,123.451,Iriga
13.658,123.38,Isarog
14.42,121.27,Laguna Caldera
13.422,123.597,Malinao
13.24,122.018,Malindig
14.527,120.482,Mariveles
13.31,123.598,Masaraga
13.257,123.685,Mayon
14.72,120.4,Natib
17.147,120.98,Patoc
15.13,120.35,Pinatubo
13.05,123.958,Pocdol Mountains
14.12,121.3,San Pablo Volcanic Field
16.33,120.55,Santo Tomas
14.011,120.998,Taal
-12.6,49.15,Ambre-Bobaomby
-14.3,48.67,Ankaizina Field
-19.033,46.7,Itasy Volcanic Field
-13.32,48.48,Nosy-Be
-19.85,46.942,Vakinankaratra
18.77,145.67,Agrigan
20.42,145.03,Ahyi
17.6,145.83,Alamagan
16.35,145.67,Anatahan
19.671,145.406,Asuncion
15.93,145.67,East Diamante
14.958,145.249,Esmeralda Bank
20.546,144.893,Farallon de Pajaros
13.4,143.92,Forecast Seamount
17.307,145.845,Guguan
21.6,143.637,Kasuga 2
15.406,144.506,Mariana Back-Arc Segment at 15.5°N
20.02,145.22,Maug Islands
21.485,144.043,NW Eifuku
14.601,144.775,NW Rota-1
18.13,145.8,Pagan
15.605,145.572,Ruby
16.708,145.78,Sarigan
13.25,144.02,Seamount X
16.58,145.78,South Sarigan Seamount
20.13,145.1,Supply Reef
21.0,142.9,Unnamed
20.3,143.2,Unnamed
16.88,145.85,Zealandia Bank
19.81,-96.527,"Atlixcos, Los"
21.125,-104.508,Ceboruco
19.139,-99.16,Chichinautzin
17.36,-93.23,"Chichon, El"
19.492,-97.15,Cofre de Perote
19.514,-103.62,Colima
26.0,-111.92,Comondu-La Purisima
29.08,-113.513,Coronado
19.15,-97.27,"Cumbres, Las"
24.15,-104.45,Durango Volcanic Field
19.33,-97.25,"Gloria, La"
29.07,-118.28,Guadalupe
19.68,-97.45,"Humeros, Los"
21.848,-105.886,"Isabel, Isla"
19.179,-98.642,Iztaccihuatl
29.33,-114.5,Jaraguay Volcanic Field
19.73,-99.758,Jocotitlan
19.231,-98.032,"Malinche, La"
20.567,-104.817,Mascota Volcanic Field
19.85,-101.75,Michoacan-Guanajuato
19.67,-96.75,Naolinco Volcanic Field
19.03,-97.27,"Orizaba, Pico de"
19.308,-98.7,Papayo
19.48,-102.25,Paricutin Volcanic Field
31.85,-113.5,Pinacate
19.023,-98.622,Popocatepetl
32.418,-115.305,"Prieto, Cerro"
28.5,-113.75,San Borja Volcanic Field
29.973,-114.408,"San Luis, Isla"
18.57,-95.2,San Martin
30.468,-115.996,San Quintin Volcanic Field
21.45,-104.73,Sanganguey
19.27,-97.47,Serdan-Oriental
15.132,-92.109,Tacana
19.108,-99.758,"Toluca, Nevado de"
27.438,-111.881,"Tortuga, Isla"
27.47,-112.591,Tres Virgenes
28.0,-115.0,Unnamed
19.4,-100.25,Zitacuaro-Valle de Bravo
19.3,-110.82,Barcena
18.78,-110.95,Socorro
6.989,125.269,Apo
8.8,124.92,Balatocan
5.398,125.376,Balut
9.203,124.673,Camiguin
7.95,124.8,Kalatungan
7.65,124.47,Latukan
7.382,126.047,Leonard Range
7.644,124.317,Makaturing
8.22,123.63,Malindang
6.36,125.077,Matutum
6.113,124.892,Melebingoy
7.877,125.07,Musuan
9.593,125.52,Paco
7.691,124.507,Ragang
47.12,109.08,Bus-Obo
45.754,114.279,Dariganga Volcanic Field
48.67,102.75,Khanuy Gol
45.28,106.7,Middle Gobi
48.133,99.95,Taryatu-Chulutu
-5.2,151.23,Bamus
-5.141,150.038,Bola
-5.046,150.1,Dakataua
-4.687,149.511,Garove
-5.3,150.07,Garua Harbour
-5.33,151.1,Hargy
-5.416,150.027,Krummel-Garbuna-Welcker
-5.525,148.42,Langila
-5.466,150.509,Lolo
-4.916,151.162,Lolobau
-4.624,149.339,Mundua
-4.246,152.194,Rabaul
-5.5,150.942,Sulu Range
-4.109,152.213,Tavui
-5.05,151.33,Ulawun
-5.2,148.57,Unnamed
-4.75,150.85,Unnamed
-5.575,150.516,Witori
-6.58,145.08,Crater Mountain
-5.9,143.15,Doma Peaks
-9.0,148.37,Hydrographers Range
-7.33,146.708,Koranga
-8.95,148.15,Lamington
-9.2,147.57,Madilogo
-9.08,148.33,Managlase Plateau
-9.308,148.13,Musa River
-9.549,149.151,Sessagara
-9.554,149.128,Sessagara Hills
-9.2,149.072,Victory
-7.05,145.858,Yelia
-3.613,144.818,Bam
-3.507,144.605,Blup Blup
-3.994,144.963,Boisa
-4.883,146.717,Hankow Reef
-3.608,144.588,Kadovar
-4.647,145.976,Karkar
-5.358,147.12,Long Island
-4.08,145.037,Manam
-5.519,148.115,Ritter Island
-5.414,148.094,Sakar
-5.592,147.892,Umboi
-4.311,146.256,Unnamed
-4.08,153.65,Ambitle
-3.125,152.642,Lihir
-36.89,174.81,Auckland Volcanic Field
-34.875,179.075,Brothers
-36.446,177.839,Clark
-35.004,178.973,Healy
-35.3,173.9,Kaikohe-Bay of Islands
-38.42,176.08,Maroa
-37.28,176.25,Mayor Island
-39.158,175.63,Ngauruhoe
-38.157,176.507,Okataina
-38.42,176.33,Reporoa
-39.28,175.57,Ruapehu
-35.353,178.527,Rumble II West
-35.745,178.478,Rumble III
-36.13,178.05,Rumble IV
-36.142,178.196,Rumble V
-36.321,178.028,Tangaroa
-39.3,174.07,Taranaki
-38.781,175.893,Taupo
-39.157,175.632,Tongariro
-37.52,177.18,Whakaari/White Island
-35.75,174.27,Whangarei
12.242,-86.342,Apoyeque
12.53,-83.87,"Azul, Volcan"
12.53,-86.142,"Ciguatepe, Cerro El"
11.538,-85.622,Concepcion
12.98,-87.57,Cosiguina
13.17,-86.4,Esteli
11.9,-85.979,Granada
12.3,-85.73,"Lajas, Las"
12.492,-86.679,Las Pilas-El Hoyo Complex
11.446,-85.515,Maderas
11.984,-86.169,Masaya
11.826,-85.968,Mombacho
12.423,-86.539,Momotombo
12.506,-86.702,"Negro, Cerro"
12.12,-86.32,Nejapa-Miraflores
12.55,-86.75,Rota
12.702,-87.004,San Cristobal
12.606,-86.84,Telica
11.73,-85.82,Zapatera
0.792,-86.15,Galapagos Rift
0.792,-86.15,Galapagos Rift
10.73,-103.58,Northern EPR at 10.7°N
15.83,-105.43,Northern EPR at 16°N
16.55,-105.32,Northern EPR at 17°N
9.83,-104.3,Northern EPR at 9.8°N
-8.27,-107.95,Southern EPR at 8°S
-18.53,-113.42,Southern EPR-Segment I
-18.175,-113.35,Southern EPR-Segment J
-17.436,-113.206,Southern EPR-Segment K
9.82,-104.3,Unnamed
48.78,-128.64,West Valley Segment
45.95,-130.0,Axial Seamount
44.83,-130.3,Cleft Segment
46.52,-129.58,CoAxial Segment
46.88,-129.33,Cobb Segment
44.267,-129.879,East Blanco Depression
47.95,-129.1,Endeavour Segment
40.98,-127.5,Escanaba Segment
42.15,-127.05,Jackson Segment
42.67,-126.78,North Gorda Ridge Segment
31.75,-124.25,Unnamed
31.75,-124.25,Unnamed
-49.683,178.767,Antipodes Island
-53.998,-139.845,Hollister Ridge
-56.153,-143.373,Udintsev Transform
-53.9,-140.3,Unnamed
8.808,-82.543,Baru
8.58,-80.17,"Valle, El"
-15.42,-72.33,Andahua-Orcopampa
-15.07,-73.18,"Auquihuato, Cerro"
-17.485,-69.789,"Casiri, Nevados"
-16.191,-71.53,"Chachani, Nevado"
-15.52,-72.65,Coropuna
-15.78,-72.08,Huambo
-16.614,-70.854,Huaynaputina
-14.131,-71.363,Kimsachata-Oroscocha
-16.294,-71.409,"Misti, El"
-16.261,-71.754,"Nicholson, Cerro"
-15.787,-71.857,Sabancaya
-15.33,-73.45,Sara Sara
-16.759,-70.598,Ticsani
-17.026,-70.372,Tutupaca
-16.345,-70.897,Ubinas
-17.184,-70.196,Yucamane
11.523,124.535,Biliran
10.285,125.218,Cabalian
9.25,123.17,Cuernos de Negros
10.41,123.13,Kanlaon
10.882,124.888,Mahagnao
10.65,123.25,Mandalagan
10.77,123.23,Silay
13.72,42.73,Hanish
15.55,41.83,"Tair, Jebel at"
15.05,42.18,Zubair Group
14.02,42.75,Zukur
52.433,98.303,Azas Plateau
52.713,99.021,Jom-Bolok
44.5,135.5,Southern Sikhote-Alin
51.5,102.5,Tunkin Depression
56.28,117.77,Udokan Plateau
53.75,113.25,Vitim Volcanic Field
43.351,42.442,Elbrus
29.465,129.594,Akusekijima
27.881,128.223,Io-Torishima
30.793,130.305,Kikai
29.97,129.93,Kuchino-shima
30.443,130.217,Kuchinoerabujima
29.968,129.926,Kuchinoshima
29.859,129.857,Nakanoshima
24.57,123.93,Submarine Volcano NNE of Iriomotejima
29.638,129.714,Suwanosejima
28.797,128.997,Yokoatejima
-14.29,-170.702,Tutuila
-13.612,-172.525,Savaii
-13.935,-171.72,Upolu
-14.601,-169.787,Malumalu
-14.175,-169.618,Ofu-Olosega
-14.23,-169.454,Ta'u
-14.215,-169.058,Vailulu'u
3.689,125.447,Awu
3.138,125.491,Banua Wuhu
2.781,125.407,Karangetang
2.3,125.37,Ruang
3.97,124.17,Unnamed
-10.386,165.804,Tinakula
19.905,110.229,Hainan Volcanic Field
20.83,109.78,Leizhou Bandao
22.28,95.1,Lower Chindwin
20.92,95.25,Popa
22.7,95.98,Singu Plateau
10.8,107.2,Bas Dong Nai
10.158,109.014,"Cendres, Ile des"
11.6,108.2,Haut Dong Nai
15.38,109.12,Ly Son Group
14.93,108.0,Toroeng Prong
9.83,109.05,Veteran
-17.874,-148.068,Mehetia
-18.325,-148.525,Moua Pihaa
-17.662,-148.586,Rocard
-17.564,-148.821,Teahitia
-25.37,-129.27,Adams Seamount
-8.841,157.16,Coleman Seamount
-9.35,159.73,Gallego
-8.75,157.03,Kana Keoki
-8.991,157.979,Kavachi
-9.13,159.82,Savo
-8.292,156.52,Simbo
-8.92,158.03,Unnamed
38.87,-4.02,Calatrava Volcanic Field
42.17,2.53,Olot Volcanic Field
0.75,124.42,Ambang
-0.162,121.601,Colo
1.454,125.031,Klabat
1.358,124.792,Lokon-Empung
1.352,124.865,Mahawu
1.13,124.758,Riendengan-Sempu
1.112,124.737,Soputan
1.518,125.185,Tangkoko-Duasudara
1.23,124.83,Tondano Caldera
5.95,121.07,Bud Dajo
-4.43,103.67,Besar
-3.38,102.37,"Daun, Bukit"
-4.016,103.121,Dempo
-5.334,104.59,Hulubelu
-3.247,102.239,Hululais
-2.33,101.6,Hutapanjang
-2.333,101.6,Hutapanjang
2.15,98.93,Imun
-3.522,102.615,Kaba
-1.697,101.264,Kerinci
1.478,99.209,Lubukraya
-4.22,103.62,"Lumut Balai, Bukit"
0.47,99.67,Malintang
-0.38,100.474,Marapi
-4.257,103.306,Patah
-2.82,102.02,Pendan
4.903,96.289,Peuet Sague
-5.78,105.625,Rajabasa
-4.871,103.925,Ranau
0.074,100.189,Sarik-Gajah
-5.107,104.317,Sekincau Belirang
5.448,95.658,Seulawah Agam
1.556,99.255,Sibualbuali
3.17,98.392,Sinabung
3.238,98.513,Singkut
0.686,99.539,Sorikmarapi
-2.414,101.728,Sumbing
-5.25,104.27,Suoh
0.079,99.98,Talakmau
-0.979,100.681,Talang
-0.39,100.331,Tandikat-Singgalang
4.769,96.821,"Telong, Bur ni"
2.608,98.842,Toba
-22.4,172.05,Hunter Island
-22.33,171.32,Matthew Island
-25.78,168.63,Unnamed
-20.957,170.13,Gemini-Oscostar
-13.3,-176.17,Wallis Islands
33.08,37.15,Es Safa
36.536,40.858,Sharat Kovakab
36.67,37.0,Unnamed
33.308,36.925,Unnamed
33.15,36.258,Unnamed
32.658,36.425,Unnamed
25.178,121.553,Tatun Volcanic Group
24.841,121.953,Kueishantao
20.93,134.75,Unnamed
21.83,121.18,Unnamed
24.0,121.83,Unnamed
19.17,132.25,Unnamed
25.42,122.33,Unnamed
26.18,122.458,Zengyu
-15.62,-173.67,Curacoa
-15.431,-175.725,Dugong
-20.32,-175.42,Fonuafo'ou
-18.023,-174.317,Fonualei
-18.992,-174.775,Home Reef
-20.553,-175.384,Hunga Tonga-Hunga Ha'apai
-19.668,-175.016,Kao
-18.806,-174.65,Late
-19.18,-174.87,Lateiki
-15.333,-176.283,Lobster
-15.6,-175.63,Niuafo'ou
-15.379,-174.003,Niuatahi
-15.85,-173.72,Tafahi
-15.37,-174.23,Tafu-Maka
-19.75,-175.07,Tofua
-21.338,-175.65,Unnamed
-21.07,-175.33,Unnamed
-20.852,-175.55,Unnamed
-24.8,-177.02,Unnamed
-21.15,-175.75,Unnamed
-18.325,-174.365,Unnamed
-15.1,-173.75,West Mata
10.0,-61.0,Piparo
38.537,34.621,Acigol-Nevsehir
39.7,44.3,Ararat
38.531,35.447,Erciyes Volcanic Complex
39.17,43.33,Girekol
38.25,34.57,Gollu Dag
38.13,34.17,Hasandag-Keciboyduran
37.67,39.83,Karaca Dag
37.667,33.6,Karapinar Field
40.75,42.9,Kars Plateau
38.58,28.52,Kula
38.654,42.229,Nemrut Dagi
38.92,42.82,Suphan Dagi
39.356,43.874,Tenduruk Dagi
35.347,-111.678,San Francisco Volcanic Field
36.38,-113.13,Uinkaret Field
40.955,-121.365,Big Cave
41.178,-121.443,Brushy Butte
38.97,-122.77,Clear Lake Volcanic Field
36.03,-117.82,Coso Volc Field
40.63,-120.83,Eagle Lake Field
36.358,-118.32,Golden Trout Creek
37.692,-119.02,Inyo Craters
40.492,-121.508,Lassen Volcanic Center
34.75,-116.625,Lavic Lake
37.631,-119.032,Mammoth Mountain
41.611,-121.554,Medicine Lake
38.0,-119.03,Mono Lake Volcanic Field
37.804,-119.029,Mono-Inyo Craters
33.197,-115.616,Salton Buttes
41.409,-122.193,Shasta
40.68,-121.55,Tumble Buttes
40.78,-121.6,Twin Buttes
37.02,-117.45,Ubehebe Craters
39.661,-107.036,Dotsero
43.183,-114.352,Black Butte Crater Lava Field
43.371,-113.493,Craters of the Moon
43.492,-112.45,Hell's Half Acre
42.886,-113.217,Wapi Lava Field
39.525,-118.878,Soda Lakes
33.78,-105.93,Carrizozo
34.25,-108.83,Red Hill
34.8,-108.0,Zuni-Bandera
43.979,-121.688,Bachelor
44.285,-121.841,Belknap
44.413,-121.769,Blue Lake Crater
43.241,-122.111,Cinnamon Butte
42.942,-122.107,Crater Lake
43.57,-121.82,Davis Lake
43.512,-120.861,Devils Garden
43.1,-118.75,Diamond Craters
43.361,-120.669,Four Craters Lava Field
45.374,-121.695,Hood
44.674,-121.8,Jefferson
43.147,-117.46,Jordan Craters
43.722,-121.229,Newberry
44.38,-121.93,Sand Mountain Field
44.1,-121.77,South Sister
43.472,-120.754,Squaw Ridge Field
44.133,-121.767,Three Sisters
37.328,-112.408,Bald Knoll
38.97,-112.5,Black Rock Desert
37.58,-112.67,Markagunt Plateau
37.257,-113.625,Santa Clara
46.206,-121.49,Adams
48.777,-121.813,Baker
48.112,-121.113,Glacier Peak
45.93,-121.82,Indian Heaven
46.853,-121.76,Rainier
46.2,-122.18,St. Helens
45.88,-122.08,West Crater
44.43,-110.67,Yellowstone
-15.389,167.835,Ambae
-16.25,168.12,Ambrym
-20.2,169.78,Aneityum
-16.68,168.389,East Epi
-14.281,167.514,Gaua
-16.83,168.523,Kuwae
-16.507,168.346,Lopevi
-14.45,168.05,Mere Lava
-13.67,167.67,Motlav
-16.992,168.592,NE Shepherd Islands
-17.452,168.353,Nguna-Emau
-13.8,167.47,Suretamatai
-18.754,169.238,Traitor's Head
-19.532,169.447,Yasur
21.324,144.194,Daikoku
21.93,143.47,Fukujin
24.285,141.481,Fukutoku-Oka-no-Ba
24.751,141.289,Ioto
26.667,140.929,Kaikata Seamount
26.122,141.096,Kaitoku Seamount
21.765,143.71,Kasuga 1
24.417,141.417,Kita-Fukutokutai
25.424,141.284,Kita-Ioto
23.5,141.935,Minami-Hiyoshi
23.078,142.326,Nikko
27.247,140.874,Nishinoshima
28.575,140.633,Suiyo Seamount
26.133,144.483,Unnamed
15.612,-61.43,"Diables, Morne aux"
15.503,-61.397,"Diablotins, Morne"
15.255,-61.341,"Plat Pays, Morne"
15.37,-61.33,"Trois Pitons, Morne"
15.307,-61.305,"Watt, Morne"
12.15,-61.67,St. Catherine
16.044,-61.664,Soufriere Guadeloupe
14.809,-61.166,Pelee
16.72,-62.18,Soufriere Hills
12.3,-61.64,Kick 'em Jenny
17.15,-62.58,Nevis Peak
17.478,-62.96,"Quill, The"
17.63,-63.23,Saba
16.13,-61.28,Unnamed
17.37,-62.8,Liamuiga
13.83,-61.05,Qualibou
13.33,-61.18,Soufriere St. Vincent
